player,team,matches,format,runs,balls_x,fours,sixes,outs,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary_x,balls_y,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary_y,role,batting_score,bowling_score,overall_score
Muhammad Haziq Aiman,Malaysia,20,T20I,386.0,263.0,36.0,26.0,17.0,22.71,146.77,300.0,77.72,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,83.336,50.0,133.336
A Donovan,Philippines,20,T20I,425.0,316.0,30.0,23.0,10.0,42.5,134.49,258.0,60.71,5.96,128.0,149.0,3.0,53.0,13.0,5.0,21.3,7.0,49.67,42.67,41.41,82.0,55.03,7.11,Utility,82.938,24.482,107.42
Kazim Somani,Malawi,20,T20I,194.0,236.0,15.0,2.0,8.0,24.25,82.2,72.0,37.11,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,50.00200000000001,50.0,100.00200000000001
Imran Ali Butt,Bahrain,20,T20I,413.0,442.0,38.0,11.0,18.0,22.94,93.44,218.0,52.78,9.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,57.108000000000004,50.0,107.108
S Maduranga,South Korea,20,T20I,223.0,302.0,20.0,5.0,13.0,17.15,73.84,110.0,49.33,12.08,356.0,426.0,20.0,130.0,31.0,12.0,59.3,7.18,21.3,17.8,36.52,196.0,46.01,8.28,Utility,46.262,29.404000000000003,75.666
Adam Senn,Cyprus,20,T20I,324.0,269.0,22.0,10.0,12.0,27.0,120.45,148.0,45.68,8.41,422.0,454.0,22.0,193.0,27.0,19.0,70.3,6.46,20.64,19.18,45.73,222.0,48.9,9.17,Utility,68.116,35.646,103.762
S Mahmood,England,20,T20I,35.0,47.0,2.0,1.0,5.0,7.0,74.47,14.0,40.0,15.67,426.0,638.0,24.0,145.0,57.0,31.0,71.0,8.99,26.58,17.75,34.04,414.0,64.89,4.84,Utility,40.588,21.458,62.046
CPPM Sadun,Cyprus,20,T20I,289.0,334.0,24.0,3.0,14.0,20.64,86.53,114.0,39.45,12.37,281.0,307.0,10.0,99.0,13.0,10.0,46.8,6.56,30.7,28.1,35.23,112.0,36.48,12.22,Utility,50.758,28.246000000000002,79.004
Danyal Raja,Bulgaria,20,T20I,119.0,136.0,11.0,1.0,10.0,11.9,87.5,50.0,42.02,11.33,401.0,528.0,16.0,173.0,61.0,16.0,66.8,7.9,33.0,25.06,43.14,340.0,64.39,5.21,Utility,48.164,25.528,73.69200000000001
MJ Humphreys,Ireland,20,T20I,14.0,19.0,1.0,0.0,5.0,2.8,73.68,4.0,28.57,19.0,461.0,535.0,29.0,176.0,44.0,14.0,76.8,6.97,18.45,15.9,38.18,260.0,48.6,7.95,Utility,36.306000000000004,34.386,70.69200000000001
K Thuchila,Malawi,20,T20I,4.0,14.0,0.0,0.0,4.0,1.0,28.57,0.0,0.0,0.0,404.0,360.0,22.0,220.0,33.0,9.0,67.3,5.35,16.36,18.36,54.46,186.0,51.67,9.62,Utility,11.828000000000001,42.942,54.77
G Gune,Singapore,20,T20I,396.0,347.0,28.0,18.0,16.0,24.75,114.12,220.0,55.56,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,66.66,50.0,116.66
LB Williams,South Africa,20,T20I,14.0,26.0,0.0,0.0,5.0,2.8,53.85,0.0,0.0,0.0,409.0,634.0,24.0,129.0,65.0,24.0,68.2,9.3,26.42,17.04,31.54,404.0,63.72,4.6,Utility,22.660000000000004,19.407999999999998,42.068
Junaid Siddiqui,Canada,20,T20I,30.0,34.0,0.0,1.0,3.0,10.0,88.24,6.0,20.0,34.0,399.0,372.0,14.0,178.0,28.0,7.0,66.5,5.59,26.57,28.5,44.61,154.0,41.4,11.4,Utility,43.296,36.572,79.868
K Klein,Netherlands,20,T20I,50.0,64.0,2.0,0.0,7.0,7.14,78.12,8.0,16.0,32.0,429.0,569.0,31.0,173.0,50.0,24.0,71.5,7.96,18.35,13.84,40.33,344.0,60.46,5.8,Utility,37.30400000000001,30.666000000000004,67.97000000000001
Ali Khan,United States of America,20,T20I,15.0,12.0,1.0,1.0,2.0,7.5,125.0,10.0,66.67,6.0,454.0,642.0,17.0,143.0,54.0,21.0,75.7,8.48,37.76,26.71,31.5,342.0,53.27,6.05,Utility,66.334,20.7,87.034
Shafiul Islam,Bangladesh,19,T20I,23.0,33.0,1.0,1.0,5.0,4.6,69.7,10.0,43.48,16.5,390.0,520.0,19.0,137.0,57.0,9.0,65.0,8.0,27.37,20.53,35.13,282.0,54.23,5.91,Utility,38.416000000000004,24.626,63.042
Anwar Arudin,Malaysia,19,T20I,180.0,187.0,21.0,5.0,18.0,10.0,96.26,114.0,63.33,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,55.17,50.0,105.17
M Shahbaz Butt,Norway,19,T20I,69.0,100.0,4.0,0.0,8.0,8.62,69.0,16.0,23.19,25.0,404.0,382.0,23.0,187.0,21.0,12.0,67.3,5.68,16.61,17.57,46.29,156.0,40.84,12.24,Utility,35.686,40.05800000000001,75.744
BE Hendricks,South Africa,19,T20I,18.0,24.0,0.0,1.0,3.0,6.0,75.0,6.0,33.33,24.0,433.0,634.0,25.0,144.0,68.0,22.0,72.2,8.78,25.36,17.32,33.26,404.0,63.72,4.81,Utility,39.066,22.752000000000002,61.818000000000005
Mehboob Ali,Malta,19,T20I,475.0,276.0,49.0,37.0,18.0,26.39,172.1,418.0,88.0,3.21,373.0,491.0,17.0,136.0,47.0,18.0,62.2,7.89,28.88,21.94,36.46,296.0,60.29,5.74,Utility,96.99600000000001,24.642000000000003,121.638
P Zuze,Malawi,19,T20I,71.0,117.0,6.0,0.0,11.0,6.45,60.68,24.0,33.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,33.612,50.0,83.612
K Fletcher,Switzerland,19,T20I,6.0,18.0,0.0,0.0,2.0,3.0,33.33,0.0,0.0,0.0,409.0,445.0,22.0,186.0,43.0,12.0,68.2,6.52,20.23,18.59,45.48,244.0,54.83,7.44,Utility,14.532,35.29600000000001,49.828
Md Ariyan,Romania,19,T20I,384.0,275.0,27.0,28.0,13.0,29.54,139.64,276.0,71.88,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,82.048,50.0,132.048
DT Johnston,Ireland,19,T20I,116.0,98.0,5.0,5.0,7.0,16.57,118.37,50.0,43.1,9.8,395.0,413.0,18.0,175.0,33.0,10.0,65.8,6.28,22.94,21.94,44.3,192.0,46.49,9.19,Utility,62.596000000000004,34.66,97.256
AJ Turner,Australia,19,T20I,110.0,133.0,4.0,2.0,9.0,12.22,82.71,28.0,25.45,22.17,83.0,83.0,4.0,35.0,7.0,1.0,13.8,6.01,20.75,20.75,42.17,34.0,40.96,10.38,Utility,43.062,29.984000000000005,73.046
Nadeem Ahmed,Hong Kong,19,T20I,32.0,50.0,2.0,0.0,4.0,8.0,64.0,8.0,25.0,25.0,387.0,419.0,23.0,173.0,33.0,12.0,64.5,6.5,18.22,16.83,44.7,204.0,48.69,8.6,Utility,33.8,35.64,69.44
Zabiullah Zahid,Sweden,19,T20I,111.0,57.0,7.0,10.0,5.0,22.2,194.74,88.0,79.28,3.35,422.0,434.0,18.0,181.0,35.0,12.0,70.3,6.17,24.11,23.44,42.89,212.0,48.85,8.98,Utility,102.632,34.928,137.56
S Houghton,Croatia,19,T20I,243.0,316.0,19.0,7.0,18.0,13.5,76.9,118.0,48.56,12.15,24.0,61.0,1.0,4.0,1.0,7.0,4.0,15.25,61.0,24.0,16.67,46.0,75.41,3.0,Utility,45.87200000000001,3.7340000000000004,49.60600000000001
J Bulele,Mozambique,19,T20I,482.0,544.0,55.0,4.0,16.0,30.12,88.6,244.0,50.62,9.22,367.0,432.0,21.0,152.0,33.0,15.0,61.2,7.06,20.57,17.48,41.42,222.0,51.39,7.65,Utility,57.612,31.384,88.99600000000001
BN Toube,Cameroon,19,T20I,297.0,324.0,38.0,6.0,18.0,16.5,91.67,188.0,63.3,7.36,298.0,374.0,17.0,124.0,43.0,7.0,49.7,7.53,22.0,17.53,41.61,214.0,57.22,5.96,Utility,55.928,27.472,83.4
B Stanlake,Australia,19,T20I,9.0,13.0,0.0,1.0,1.0,9.0,69.23,6.0,66.67,13.0,443.0,556.0,27.0,195.0,53.0,21.0,73.8,7.53,20.59,16.41,44.02,338.0,60.79,5.99,Utility,44.626000000000005,31.954,76.58000000000001
MC Sorensen,Ireland,19,T20I,63.0,61.0,1.0,2.0,4.0,15.75,103.28,16.0,25.4,20.33,281.0,342.0,19.0,116.0,34.0,11.0,46.8,7.31,18.0,14.79,41.28,202.0,59.06,6.24,Utility,52.69200000000001,29.306000000000004,81.99800000000002
SB Patel,Malta,19,T20I,155.0,150.0,12.0,9.0,12.0,12.92,103.33,102.0,65.81,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,59.662,50.0,109.662
XM Marshall,United States of America,19,T20I,261.0,267.0,22.0,8.0,17.0,15.35,97.75,136.0,52.11,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,55.662000000000006,50.0,105.662
Murid Ekrami,Belgium,19,T20I,79.0,81.0,9.0,1.0,7.0,11.29,97.53,42.0,53.16,8.1,405.0,470.0,20.0,169.0,24.0,28.0,67.5,6.96,23.5,20.25,41.73,264.0,56.17,7.79,Utility,54.16,31.546,85.70599999999999
Akif Raja,United Arab Emirates,19,T20I,52.0,45.0,5.0,1.0,2.0,26.0,115.56,26.0,50.0,7.5,354.0,440.0,18.0,145.0,49.0,12.0,59.0,7.46,24.44,19.67,40.96,268.0,60.91,5.8,Utility,66.624,28.092,94.716
BI Dilruksha,South Korea,19,T20I,392.0,389.0,41.0,13.0,18.0,21.78,100.77,242.0,61.73,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,61.366,50.0,111.366
SY Nihute,Malawi,19,T20I,258.0,298.0,14.0,4.0,15.0,17.2,86.58,80.0,31.01,16.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,47.714,50.0,97.714
Zeerak Chughtai,Bulgaria,19,T20I,191.0,216.0,14.0,5.0,10.0,19.1,88.43,86.0,45.03,11.37,288.0,399.0,21.0,87.0,42.0,7.0,48.0,8.31,19.0,13.71,30.21,210.0,52.63,5.88,Utility,52.01800000000001,22.892,74.91000000000001
NK Yadav,Nepal,19,T20I,81.0,36.0,4.0,8.0,4.0,20.25,225.0,64.0,79.01,3.0,352.0,438.0,22.0,137.0,37.0,17.0,58.7,7.46,19.91,16.0,38.92,250.0,57.08,6.52,Utility,113.902,29.284,143.186
EF Beard,Isle of Man,19,T20I,201.0,180.0,20.0,5.0,11.0,18.27,111.67,110.0,54.73,7.2,18.0,19.0,0.0,7.0,0.0,1.0,3.0,6.33,0.0,0.0,38.89,6.0,31.58,18.0,Utility,62.922000000000004,26.128,89.05000000000001
S Shrivastava,Oman,19,T20I,48.0,60.0,4.0,1.0,2.0,24.0,80.0,22.0,45.83,12.0,334.0,427.0,16.0,111.0,25.0,20.0,55.7,7.67,26.69,20.88,33.23,220.0,51.52,7.42,Utility,50.766000000000005,24.696,75.462
Dylan Steyn,Czech Republic,19,T20I,535.0,430.0,64.0,8.0,14.0,38.21,124.42,304.0,56.82,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,76.41600000000001,50.0,126.41600000000001
Amir Zaib,Portugal,19,T20I,243.0,199.0,21.0,7.0,12.0,20.25,122.11,126.0,51.85,7.11,54.0,80.0,4.0,18.0,8.0,3.0,9.0,8.89,20.0,13.5,33.33,50.0,62.5,4.91,Utility,67.31400000000001,13.815999999999997,81.13000000000001
G Venkateswaran,Luxembourg,19,T20I,310.0,284.0,29.0,10.0,15.0,20.67,109.15,176.0,56.77,7.28,155.0,266.0,7.0,45.0,21.0,15.0,25.8,10.31,38.0,22.14,29.03,174.0,65.41,4.31,Utility,63.282000000000004,8.606000000000002,71.888
Tshering Tashi,Bhutan,19,T20I,102.0,147.0,8.0,3.0,9.0,11.33,69.39,50.0,49.02,13.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,42.092,50.0,92.092
Mazharul Islam,Seychelles,19,T20I,300.0,345.0,38.0,1.0,13.0,23.08,86.96,158.0,52.67,8.85,83.0,98.0,4.0,31.0,7.0,3.0,13.8,7.1,24.5,20.75,37.35,46.0,46.94,8.3,Utility,54.55,23.57,78.12
H Rathod,Qatar,19,T20I,178.0,157.0,15.0,5.0,5.0,35.6,113.38,90.0,50.56,7.85,401.0,429.0,33.0,135.0,24.0,9.0,66.8,6.42,13.0,12.15,33.67,150.0,34.97,12.15,Utility,69.70400000000001,37.834,107.53800000000001
Syed Haider,United Arab Emirates,19,T20I,160.0,154.0,10.0,6.0,9.0,17.78,103.9,76.0,47.5,9.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,58.172000000000004,50.0,108.172
Muhammad Saqlain,Hungary,19,T20I,4.0,10.0,1.0,0.0,3.0,1.33,40.0,4.0,100.0,10.0,414.0,522.0,28.0,165.0,49.0,19.0,69.0,7.57,18.64,14.79,39.86,310.0,59.39,6.09,Utility,36.532,31.322000000000003,67.854
MP Ainsworth,Hungary,19,T20I,214.0,281.0,12.0,3.0,13.0,16.46,76.16,66.0,30.84,18.73,250.0,349.0,10.0,83.0,31.0,13.0,41.7,8.37,34.9,25.0,33.2,202.0,57.88,5.68,Utility,43.216,18.790000000000006,62.00600000000001
S Jegannathan,Indonesia,19,T20I,306.0,319.0,27.0,13.0,12.0,25.5,95.92,186.0,60.78,7.98,276.0,282.0,20.0,134.0,14.0,15.0,46.0,6.13,14.1,13.8,48.55,146.0,51.77,9.52,Utility,60.724000000000004,37.06,97.784
S Grover,Czech Republic,19,T20I,287.0,209.0,27.0,13.0,15.0,19.13,137.32,186.0,64.81,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,75.542,50.0,125.542
Saud Islam,Uganda,19,T20I,452.0,440.0,43.0,9.0,17.0,26.59,102.73,226.0,50.0,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,61.72800000000001,50.0,111.72800000000001
A Alexander,Indonesia,19,T20I,50.0,35.0,2.0,4.0,5.0,10.0,142.86,32.0,64.0,5.83,108.0,105.0,8.0,51.0,5.0,6.0,18.0,5.83,13.12,13.5,47.22,56.0,53.33,9.82,Utility,73.944,33.494,107.438
JM Anderson,England,19,T20I,1.0,2.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,453.0,564.0,18.0,166.0,54.0,16.0,75.5,7.47,31.33,25.17,36.64,312.0,55.32,6.47,Utility,20.4,27.178,47.578
Hamid Mahmood,Sweden,19,T20I,300.0,293.0,25.0,7.0,9.0,33.33,102.39,142.0,47.33,9.16,326.0,291.0,17.0,138.0,12.0,8.0,54.3,5.36,17.12,19.18,42.33,96.0,32.99,16.3,Utility,63.754000000000005,38.466,102.22
KN Chaddha,Indonesia,19,T20I,452.0,444.0,39.0,11.0,16.0,28.25,101.8,222.0,49.12,8.88,87.0,107.0,6.0,34.0,4.0,7.0,14.5,7.38,17.83,14.5,39.08,58.0,54.21,7.91,Utility,61.843999999999994,23.316000000000003,85.16
HB Dickson,Cook Islands,19,T20I,446.0,319.0,50.0,18.0,17.0,26.24,139.81,308.0,69.06,4.69,282.0,246.0,9.0,123.0,22.0,0.0,47.0,5.23,27.33,31.33,43.62,88.0,35.77,12.82,Utility,80.232,36.174,116.406
N Mugabe,Kenya,19,T20I,418.0,412.0,37.0,13.0,16.0,26.12,101.46,226.0,54.07,8.24,12.0,14.0,0.0,4.0,2.0,0.0,2.0,7.0,0.0,0.0,33.33,8.0,57.14,6.0,Utility,61.846000000000004,21.666,83.512
RJ Hatchman,Gibraltar,19,T20I,135.0,99.0,9.0,8.0,11.0,12.27,136.36,84.0,62.22,5.82,227.0,435.0,5.0,50.0,31.0,24.0,37.8,11.51,87.0,45.4,22.03,268.0,61.61,4.13,Utility,71.89600000000002,6.406000000000001,78.30200000000002
DS Bajwa,Canada,19,T20I,432.0,350.0,43.0,13.0,15.0,28.8,123.43,250.0,57.87,6.25,67.0,103.0,2.0,17.0,8.0,3.0,11.2,9.2,51.5,33.5,25.37,50.0,48.54,6.09,Utility,72.46600000000001,9.874000000000004,82.34000000000002
Shan Masood,Pakistan,19,T20I,395.0,341.0,30.0,7.0,13.0,30.38,115.84,162.0,41.01,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,66.69000000000001,50.0,116.69000000000001
KH Pandya,India,19,T20I,124.0,98.0,8.0,6.0,5.0,24.8,126.53,68.0,54.84,7.0,432.0,563.0,15.0,122.0,23.0,29.0,72.0,7.82,37.53,28.8,28.24,266.0,47.25,8.31,Utility,71.5,22.548,94.048
Mirza Ahsan,Austria,19,T20I,293.0,211.0,22.0,14.0,16.0,18.31,138.86,172.0,58.7,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,74.608,50.0,124.608
B Yadav,Nepal,19,T20I,91.0,85.0,2.0,8.0,9.0,10.11,107.06,56.0,61.54,8.5,61.0,89.0,1.0,21.0,6.0,6.0,10.2,8.73,89.0,61.0,34.43,60.0,67.42,5.08,Utility,59.176,13.636,72.812
NW Bracken,Australia,19,T20I,15.0,22.0,1.0,0.0,3.0,5.0,68.18,4.0,26.67,22.0,392.0,453.0,19.0,161.0,41.0,13.0,65.3,6.94,23.84,20.63,41.07,242.0,53.42,7.26,Utility,34.60600000000001,31.113999999999997,65.72
Mohammad Ahnaff,Qatar,19,T20I,443.0,404.0,34.0,20.0,14.0,31.64,109.65,256.0,57.79,7.48,6.0,15.0,0.0,2.0,0.0,2.0,1.0,15.0,0.0,0.0,33.33,12.0,80.0,3.0,Utility,68.07400000000001,6.666,74.74000000000001
Irfan Safi,Austria,19,T20I,162.0,142.0,11.0,11.0,10.0,16.2,114.08,110.0,67.9,6.45,238.0,362.0,15.0,79.0,27.0,17.0,39.7,9.12,24.13,15.87,33.19,210.0,58.01,5.41,Utility,65.69200000000001,17.038000000000004,82.73000000000002
HN Ya France,Namibia,19,T20I,29.0,33.0,2.0,1.0,6.0,4.83,87.88,14.0,48.28,11.0,177.0,192.0,6.0,64.0,14.0,4.0,29.5,6.51,32.0,29.5,36.16,80.0,41.67,9.83,Utility,46.74,27.082,73.822
R Baaleri,Ghana,19,T20I,265.0,337.0,19.0,2.0,14.0,18.93,78.64,88.0,33.21,16.05,219.0,263.0,18.0,94.0,26.0,8.0,36.5,7.21,14.61,12.17,42.92,152.0,57.79,6.44,Utility,45.67000000000001,29.734,75.40400000000001
B Pondani,Malawi,19,T20I,10.0,22.0,0.0,0.0,2.0,5.0,45.45,0.0,0.0,0.0,252.0,270.0,10.0,119.0,33.0,4.0,42.0,6.43,27.0,25.2,47.22,156.0,57.78,6.81,Utility,20.180000000000003,31.294000000000004,51.474000000000004
Praveen Santhanakrishnan,Mexico,19,T20I,191.0,215.0,22.0,4.0,15.0,12.73,88.84,112.0,58.64,8.27,9.0,5.0,0.0,5.0,0.0,0.0,1.5,3.33,0.0,0.0,55.56,0.0,0.0,0.0,Utility,52.356,44.462,96.81800000000001
IG Butler,New Zealand,19,T20I,5.0,11.0,0.0,0.0,1.0,5.0,45.45,0.0,0.0,0.0,366.0,500.0,23.0,132.0,43.0,19.0,61.0,8.2,21.74,15.91,36.07,286.0,57.2,5.9,Utility,20.180000000000003,25.414,45.59400000000001
CM Akachukwu,Nigeria,19,T20I,90.0,103.0,6.0,1.0,10.0,9.0,87.38,30.0,33.33,14.71,293.0,378.0,11.0,93.0,25.0,14.0,48.8,7.75,34.36,26.64,31.74,184.0,48.68,7.51,Utility,45.218,21.998,67.21600000000001
M Khojbariya,Eswatini,19,T20I,189.0,192.0,21.0,2.0,14.0,13.5,98.44,96.0,50.79,8.35,309.0,378.0,15.0,140.0,30.0,19.0,51.5,7.34,25.2,20.6,45.31,234.0,61.9,6.31,Utility,54.934000000000005,28.362000000000002,83.296
JA Richardson,Australia,18,T20I,45.0,51.0,3.0,1.0,3.0,15.0,88.24,18.0,40.0,12.75,415.0,562.0,19.0,153.0,49.0,23.0,69.2,8.12,29.58,21.84,36.87,334.0,59.43,5.76,Utility,49.296,24.374000000000002,73.67
F Damiao Couana,Mozambique,18,T20I,587.0,457.0,62.0,21.0,16.0,36.69,128.45,374.0,63.71,5.51,351.0,400.0,15.0,167.0,36.0,14.0,58.5,6.84,26.67,23.4,47.58,228.0,57.0,7.02,Utility,78.798,31.316000000000003,110.114
FA Cossa,Mozambique,18,T20I,250.0,235.0,24.0,13.0,10.0,25.0,106.38,174.0,69.6,6.35,331.0,388.0,15.0,123.0,31.0,9.0,55.2,7.03,25.87,22.07,37.16,178.0,45.88,8.28,Utility,66.472,28.281999999999996,94.75399999999999
J Theron,United States of America,18,T20I,41.0,28.0,4.0,1.0,0.0,0.0,146.43,22.0,53.66,5.6,385.0,492.0,24.0,130.0,47.0,12.0,64.2,7.66,20.5,16.04,33.77,260.0,52.85,6.53,Utility,69.304,28.054000000000002,97.358
Amir Farooq,Qatar,18,T20I,87.0,94.0,5.0,4.0,8.0,10.88,92.55,44.0,50.57,10.44,383.0,496.0,20.0,147.0,50.0,14.0,63.8,7.77,24.8,19.15,38.38,284.0,57.26,5.98,Utility,51.486000000000004,26.826000000000004,78.31200000000001
KK Ahmed,India,18,T20I,1.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,422.0,576.0,16.0,168.0,72.0,15.0,70.3,8.19,36.0,26.38,39.81,378.0,65.62,4.85,Utility,20.0,23.412000000000003,43.412000000000006
KM Jarvis,Zimbabwe,18,T20I,39.0,49.0,1.0,2.0,6.0,6.5,79.59,16.0,41.03,16.33,381.0,557.0,24.0,134.0,53.0,19.0,63.5,8.77,23.21,15.88,35.17,326.0,58.53,5.29,Utility,42.642,22.784000000000006,65.42600000000002
AE Isesele,Nigeria,18,T20I,121.0,136.0,8.0,4.0,13.0,9.31,88.97,56.0,46.28,11.33,42.0,63.0,4.0,18.0,9.0,2.0,7.0,9.0,15.75,10.5,42.86,48.0,76.19,3.82,Utility,48.568,15.172,63.739999999999995
J Albin,Bulgaria,18,T20I,109.0,142.0,11.0,0.0,4.0,27.25,76.76,44.0,40.37,12.91,186.0,305.0,6.0,46.0,25.0,12.0,31.0,9.84,50.83,31.0,24.73,172.0,56.39,5.03,Utility,49.678000000000004,8.146,57.824000000000005
Shoaib Rafiq,Mexico,18,T20I,76.0,85.0,3.0,4.0,10.0,7.6,89.41,36.0,47.37,12.14,361.0,274.0,24.0,206.0,32.0,1.0,60.2,4.55,11.42,15.04,57.06,134.0,48.91,10.94,Utility,48.278000000000006,48.262,96.54
SC Kuggeleijn,New Zealand,18,T20I,79.0,39.0,5.0,7.0,4.0,19.75,202.56,62.0,78.48,3.25,335.0,479.0,16.0,118.0,43.0,20.0,55.8,8.58,29.94,20.94,35.22,292.0,60.96,5.32,Utility,104.62,20.544,125.164
BM Tickner,New Zealand,18,T20I,11.0,23.0,0.0,0.0,2.0,5.5,47.83,0.0,0.0,0.0,360.0,541.0,19.0,114.0,49.0,23.0,60.0,9.02,28.47,18.95,31.67,334.0,61.74,5.0,Utility,21.332,18.834000000000003,40.166000000000004
SI Kamea,Papua New Guinea,18,T20I,6.0,17.0,0.0,0.0,3.0,2.0,35.29,0.0,0.0,0.0,406.0,483.0,20.0,167.0,43.0,16.0,67.7,7.13,24.15,20.3,41.13,268.0,55.49,6.88,Utility,14.916,30.576,45.492000000000004
G Oliveira,Brazil,18,T20I,73.0,76.0,4.0,4.0,5.0,14.6,96.05,40.0,54.79,9.5,264.0,309.0,10.0,104.0,20.0,11.0,44.0,7.02,30.9,26.4,39.39,146.0,47.25,8.52,Utility,55.218,26.778000000000002,81.99600000000001
JM Joao,Mozambique,18,T20I,96.0,114.0,13.0,0.0,9.0,10.67,84.21,52.0,54.17,8.77,28.0,41.0,0.0,8.0,5.0,1.0,4.7,8.72,0.0,0.0,28.57,26.0,63.41,4.67,Utility,48.786,12.113999999999997,60.9
N Chejay,Bhutan,18,T20I,179.0,248.0,14.0,2.0,11.0,16.27,72.18,68.0,37.99,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,42.978,50.0,92.97800000000001
JD Allan,Vanuatu,18,T20I,155.0,180.0,13.0,2.0,15.0,10.33,86.11,64.0,41.29,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,46.834,50.0,96.834
S Cotter,Samoa,18,T20I,218.0,233.0,24.0,3.0,13.0,16.77,93.56,114.0,52.29,8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,54.589999999999996,50.0,104.59
J Baguma,Uganda,18,T20I,40.0,56.0,3.0,0.0,5.0,8.0,71.43,12.0,30.0,18.67,362.0,392.0,25.0,184.0,30.0,15.0,60.3,6.5,15.68,14.48,50.83,210.0,53.57,8.04,Utility,37.772000000000006,37.666,75.438
DR Hooper,Guernsey,18,T20I,82.0,105.0,2.0,1.0,5.0,16.4,78.1,14.0,17.07,35.0,341.0,388.0,15.0,126.0,27.0,11.0,56.8,6.83,25.87,22.73,36.95,174.0,44.85,8.97,Utility,41.214,29.240000000000002,70.45400000000001
J Dzulfikar,Indonesia,18,T20I,136.0,185.0,14.0,2.0,12.0,11.33,73.51,68.0,50.0,11.56,107.0,73.0,6.0,62.0,2.0,3.0,17.8,4.1,12.17,17.83,57.94,26.0,35.62,21.4,Utility,43.93600000000001,43.488,87.424
Mohamed Arief,Malaysia,18,T20I,237.0,200.0,26.0,5.0,11.0,21.55,118.5,134.0,56.54,6.45,12.0,19.0,0.0,4.0,2.0,1.0,2.0,9.5,0.0,0.0,33.33,14.0,73.68,4.0,Utility,67.328,9.166,76.494
Nimish Lathief,Kuwait,18,T20I,93.0,112.0,8.0,2.0,8.0,11.62,83.04,44.0,47.31,11.2,238.0,310.0,10.0,79.0,27.0,12.0,39.7,7.81,31.0,23.8,33.19,180.0,58.06,6.1,Utility,47.32600000000001,21.588,68.91400000000002
LM Gabriel,Lesotho,18,T20I,181.0,235.0,22.0,2.0,16.0,11.31,77.02,100.0,55.25,9.79,98.0,128.0,1.0,25.0,11.0,2.0,16.3,7.85,128.0,98.0,25.51,56.0,43.75,7.54,Utility,46.382000000000005,16.252000000000002,62.63400000000001
